Comment Text,Comment Language,Comment Like Count,Author Nickname,video_type,comment_date,video_id
how expensive is berlin,en,0,user_1806,Travel & Places,2025-08-21T04:00:00+00:00,7700000000002000005
how did you move to germany 👏😍,en,27,user_9462,Travel & Places,2025-08-23T10:00:00+00:00,7700000000002000005
fire 💯✨,en,24,user_4129,Travel & Places,2025-08-21T16:00:00+00:00,7700000000002000005
i felt this as an immigrant too,en,0,user_9335,Travel & Places,2025-08-22T03:00:00+00:00,7700000000002000005
berlin looks amazing 😭😂,en,0,user_6078,Travel & Places,2025-08-21T15:00:00+00:00,7700000000002000005
how expensive is berlin 🙌,en,2,user_1259,Travel & Places,2025-08-21T09:00:00+00:00,7700000000002000005
the architecture wow 😍,en,0,user_9497,Travel & Places,2025-08-22T12:00:00+00:00,7700000000002000005
😭❤️,en,1,user_4437,Travel & Places,2025-08-21T20:00:00+00:00,7700000000002000005
the architecture wow,en,2,user_3824,Travel & Places,2025-08-24T23:00:00+00:00,7700000000002000005
germany is on my bucket list,en,1,user_6981,Travel & Places,2025-08-21T23:00:00+00:00,7700000000002000005
berlin looks amazing,en,0,user_7114,Travel & Places,2025-08-21T15:00:00+00:00,7700000000002000005
berlin looks amazing,en,0,user_8708,Travel & Places,2025-08-22T10:00:00+00:00,7700000000002000005
germany is on my bucket list,en,0,user_7177,Travel & Places,2025-08-21T05:00:00+00:00,7700000000002000005
germany is on my bucket list ✨,en,0,user_7879,Travel & Places,2025-08-24T05:00:00+00:00,7700000000002000005
😭❤️,en,0,user_7800,Travel & Places,2025-08-21T09:00:00+00:00,7700000000002000005
visa tips please,en,3,user_2579,Travel & Places,2025-08-24T17:00:00+00:00,7700000000002000006
the music is louder than your voice 👏,en,1,user_4695,Travel & Places,2025-08-26T14:00:00+00:00,7700000000002000006
lol,en,0,user_2724,Travel & Places,2025-08-27T13:00:00+00:00,7700000000002000006
love,en,0,user_8571,Travel & Places,2025-08-25T08:00:00+00:00,7700000000002000006
culture shocks are so real,en,10,user_3157,Travel & Places,2025-08-27T14:00:00+00:00,7700000000002000006
how expensive is berlin 💯,en,3,user_1786,Travel & Places,2025-08-25T18:00:00+00:00,7700000000002000006
berlin looks amazing 😂,en,0,user_7500,Travel & Places,2025-08-25T02:00:00+00:00,7700000000002000006
😭❤️,en,0,user_6634,Travel & Places,2025-08-25T18:00:00+00:00,7700000000002000006
i felt this as an immigrant too,en,0,user_4519,Travel & Places,2025-08-25T01:00:00+00:00,7700000000002000006
culture shocks are so real,en,3,user_9429,Travel & Places,2025-08-26T11:00:00+00:00,7700000000002000006
how did you move to germany 💯😭,en,0,user_6609,Travel & Places,2025-08-25T20:00:00+00:00,7700000000002000006
this made my day,en,0,user_9901,Travel & Places,2025-08-26T19:00:00+00:00,7700000000002000006
❤️❤️❤️,en,1,user_5844,Travel & Places,2025-08-24T17:00:00+00:00,7700000000002000006
the architecture wow,en,0,user_2359,Travel & Places,2025-08-24T17:00:00+00:00,7700000000002000006
👏👏,en,0,user_4634,Travel & Places,2025-08-26T17:00:00+00:00,7700000000002000006
this made my day,en,3,user_9692,Travel & Places,2025-08-24T03:00:00+00:00,7700000000002000006
💯,en,0,user_4775,Travel & Places,2025-08-26T20:00:00+00:00,7700000000002000006
culture shocks are so real 😍,en,0,user_4707,Travel & Places,2025-08-27T17:00:00+00:00,7700000000002000006
😍😍,en,6,user_1801,Travel & Places,2025-08-27T20:00:00+00:00,7700000000002000006
visa tips please,en,7,user_6274,Travel & Places,2025-08-26T04:00:00+00:00,7700000000002000006
germany is on my bucket list,en,1,user_1970,Travel & Places,2025-08-30T00:00:00+00:00,7700000000002000007
😭❤️,en,1,user_7410,Travel & Places,2025-08-29T05:00:00+00:00,7700000000002000007
your journey is inspiring,en,0,user_6741,Travel & Places,2025-08-27T21:00:00+00:00,7700000000002000007
so cool 😍💯,en,5,user_4372,Travel & Places,2025-08-27T10:00:00+00:00,7700000000002000007
so cool,en,0,user_2921,Travel & Places,2025-08-29T09:00:00+00:00,7700000000002000007
teach me german,en,0,user_4804,Travel & Places,2025-08-29T19:00:00+00:00,7700000000002000007
teach me german,en,1,user_2153,Travel & Places,2025-08-30T13:00:00+00:00,7700000000002000007
make a video about german food,en,0,user_5185,Travel & Places,2025-08-30T21:00:00+00:00,7700000000002000007
your journey is inspiring,en,9,user_8983,Travel & Places,2025-08-27T15:00:00+00:00,7700000000002000007
lol ❤️😂,en,0,user_8085,Travel & Places,2025-08-28T14:00:00+00:00,7700000000002000007
lol,en,0,user_5519,Travel & Places,2025-08-29T06:00:00+00:00,7700000000002000007
the architecture wow,en,2,user_2361,Travel & Places,2025-08-28T09:00:00+00:00,7700000000002000007
😭❤️,en,0,user_9109,Travel & Places,2025-08-27T02:00:00+00:00,7700000000002000007
this city is beautiful 👏😂,en,0,user_9502,Travel & Places,2025-08-28T05:00:00+00:00,7700000000002000007
visa tips please 👏,en,0,user_4909,Travel & Places,2025-08-30T14:00:00+00:00,7700000000002000007
this city is beautiful,en,0,user_7451,Travel & Places,2025-08-28T23:00:00+00:00,7700000000002000007
the architecture wow,en,0,user_8548,Travel & Places,2025-08-30T20:00:00+00:00,7700000000002000007
berlin looks amazing,en,3,user_8074,Travel & Places,2025-08-30T02:00:00+00:00,7700000000002000007
germany is on my bucket list,en,0,user_6389,Travel & Places,2025-08-30T14:00:00+00:00,7700000000002000007
where is this in berlin,en,2,user_6875,Travel & Places,2025-08-27T13:00:00+00:00,7700000000002000007
how did you move to germany ✨,en,3,user_5311,Travel & Places,2025-08-30T16:00:00+00:00,7700000000002000007
💯,en,3,user_7575,Travel & Places,2025-08-27T21:00:00+00:00,7700000000002000007
germany is on my bucket list,en,6,user_6763,Travel & Places,2025-08-28T21:00:00+00:00,7700000000002000007
i felt this as an immigrant too,en,0,user_6010,Travel & Places,2025-08-30T07:00:00+00:00,7700000000002000007
berlin looks amazing,en,0,user_9146,Travel & Places,2025-08-27T13:00:00+00:00,7700000000002000007
🔥🔥🔥,en,0,user_8953,Travel & Places,2025-08-30T10:00:00+00:00,7700000000002000007
where is this in berlin,en,1,user_6288,Travel & Places,2025-08-28T21:00:00+00:00,7700000000002000007
visa tips please,en,0,user_2244,Travel & Places,2025-09-03T00:00:00+00:00,7700000000002000008
🔥🔥🔥,en,5,user_6573,Travel & Places,2025-09-01T02:00:00+00:00,7700000000002000008
how did you move to germany,en,0,user_5815,Travel & Places,2025-09-02T21:00:00+00:00,7700000000002000008
berlin looks amazing 😭,en,0,user_9978,Travel & Places,2025-09-03T07:00:00+00:00,7700000000002000008
the architecture wow 😂,en,18,user_4700,Travel & Places,2025-08-31T20:00:00+00:00,7700000000002000008
germany is on my bucket list ❤️🔥,en,2,user_7791,Travel & Places,2025-09-02T09:00:00+00:00,7700000000002000008
culture shocks are so real 😂,en,0,user_7342,Travel & Places,2025-09-03T00:00:00+00:00,7700000000002000008
this made my day,en,0,user_7065,Travel & Places,2025-09-04T00:00:00+00:00,7700000000002000008
germany is on my bucket list 🔥🙌,en,0,user_5045,Travel & Places,2025-09-01T23:00:00+00:00,7700000000002000008
berlin looks amazing,en,3,user_8794,Travel & Places,2025-09-02T21:00:00+00:00,7700000000002000008
visa tips please 💯🙌,en,0,user_4669,Travel & Places,2025-09-02T21:00:00+00:00,7700000000002000008
wow,en,0,user_8146,Travel & Places,2025-09-02T12:00:00+00:00,7700000000002000008
germany is on my bucket list 👏🔥,en,0,user_3422,Travel & Places,2025-08-31T09:00:00+00:00,7700000000002000008
berlin looks amazing,en,0,user_5128,Travel & Places,2025-08-31T09:00:00+00:00,7700000000002000008
😭❤️,en,0,user_3184,Travel & Places,2025-09-03T22:00:00+00:00,7700000000002000008
❤️❤️❤️,en,0,user_5991,Travel & Places,2025-09-02T03:00:00+00:00,7700000000002000008
👏👏,en,5,user_9841,Travel & Places,2025-09-01T19:00:00+00:00,7700000000002000008
i felt this as an immigrant too 💯,en,0,user_2960,Travel & Places,2025-09-03T16:00:00+00:00,7700000000002000008
culture shocks are so real,en,0,user_4188,Travel & Places,2025-08-31T10:00:00+00:00,7700000000002000008
i felt this as an immigrant too,en,0,user_3969,Travel & Places,2025-09-01T08:00:00+00:00,7700000000002000008
your journey is inspiring,en,0,user_2542,Travel & Places,2025-08-31T04:00:00+00:00,7700000000002000008
this city is beautiful,en,0,user_8772,Travel & Places,2025-09-02T04:00:00+00:00,7700000000002000008
germany is on my bucket list 😍😭,en,0,user_2486,Travel & Places,2025-08-31T18:00:00+00:00,7700000000002000008
fire ✨,en,3,user_5223,Travel & Places,2025-09-01T00:00:00+00:00,7700000000002000008
berlin looks amazing,en,0,user_7113,Travel & Places,2025-08-31T03:00:00+00:00,7700000000002000008
👏👏,en,0,user_6355,Travel & Places,2025-08-31T13:00:00+00:00,7700000000002000008
germany is on my bucket list,en,14,user_3534,Travel & Places,2025-09-05T10:00:00+00:00,7700000000002000009
how did you move to germany,en,1,user_9312,Travel & Places,2025-09-05T05:00:00+00:00,7700000000002000009
your journey is inspiring 🤩,en,10,user_2970,Travel & Places,2025-09-02T20:00:00+00:00,7700000000002000009
berlin looks amazing 👏,en,0,user_2633,Travel & Places,2025-09-03T16:00:00+00:00,7700000000002000009
same,en,7,user_9978,Travel & Places,2025-09-04T16:00:00+00:00,7700000000002000009
berlin looks amazing,en,0,user_5034,Travel & Places,2025-09-04T02:00:00+00:00,7700000000002000009
😭❤️,en,0,user_7623,Travel & Places,2025-09-03T23:00:00+00:00,7700000000002000009
where is this in berlin,en,9,user_2618,Travel & Places,2025-09-02T06:00:00+00:00,7700000000002000009
no way,en,0,user_9715,Travel & Places,2025-09-04T19:00:00+00:00,7700000000002000009
visa tips please,en,0,user_3219,Travel & Places,2025-09-04T19:00:00+00:00,7700000000002000009
the architecture wow,en,0,user_8129,Travel & Places,2025-09-04T10:00:00+00:00,7700000000002000009
yes,en,0,user_8931,Travel & Places,2025-09-04T01:00:00+00:00,7700000000002000009
where is this in berlin,en,3,user_1903,Travel & Places,2025-09-05T07:00:00+00:00,7700000000002000009
germany is on my bucket list,en,0,user_9893,Travel & Places,2025-09-04T20:00:00+00:00,7700000000002000009
this city is beautiful 🔥,en,0,user_4084,Travel & Places,2025-09-02T23:00:00+00:00,7700000000002000009
berlin looks amazing,en,2,user_9329,Travel & Places,2025-09-03T22:00:00+00:00,7700000000002000009
culture shocks are so real,en,1,user_2616,Travel & Places,2025-09-04T20:00:00+00:00,7700000000002000009
germany is on my bucket list,en,0,user_4335,Travel & Places,2025-09-04T11:00:00+00:00,7700000000002000009
yes ❤️🙌,en,4,user_4938,Travel & Places,2025-09-04T16:00:00+00:00,7700000000002000009
your journey is inspiring 👏,en,2,user_7927,Travel & Places,2025-09-07T00:00:00+00:00,7700000000002000010
i felt this as an immigrant too,en,0,user_5466,Travel & Places,2025-09-08T16:00:00+00:00,7700000000002000010
your journey is inspiring,en,0,user_4104,Travel & Places,2025-09-07T05:00:00+00:00,7700000000002000010
yes,en,0,user_8358,Travel & Places,2025-09-07T15:00:00+00:00,7700000000002000010
germany is on my bucket list 😍,en,7,user_2089,Travel & Places,2025-09-05T17:00:00+00:00,7700000000002000010
germany is on my bucket list,en,0,user_7524,Travel & Places,2025-09-06T00:00:00+00:00,7700000000002000010
the architecture wow,en,0,user_2956,Travel & Places,2025-09-06T13:00:00+00:00,7700000000002000010
germany is on my bucket list,en,0,user_9158,Travel & Places,2025-09-07T03:00:00+00:00,7700000000002000010
wow,en,0,user_4746,Travel & Places,2025-09-06T02:00:00+00:00,7700000000002000010
germany is on my bucket list ❤️,en,2,user_3338,Travel & Places,2025-09-05T05:00:00+00:00,7700000000002000010
berlin looks amazing,en,0,user_4096,Travel & Places,2025-09-07T09:00:00+00:00,7700000000002000010
berlin looks amazing,en,6,user_5109,Travel & Places,2025-09-06T03:00:00+00:00,7700000000002000010
how did you move to germany,en,0,user_7226,Travel & Places,2025-09-05T23:00:00+00:00,7700000000002000010
culture shocks are so real 🙌,en,0,user_8190,Travel & Places,2025-09-05T20:00:00+00:00,7700000000002000010
berlin looks amazing,en,2,user_3639,Travel & Places,2025-09-05T04:00:00+00:00,7700000000002000010
the architecture wow 😭,en,0,user_3783,Travel & Places,2025-09-05T19:00:00+00:00,7700000000002000010
the architecture wow 🙌,en,0,user_1056,Travel & Places,2025-09-08T21:00:00+00:00,7700000000002000010
🔥🔥🔥,en,1,user_4678,Travel & Places,2025-09-08T01:00:00+00:00,7700000000002000010
💯,en,0,user_8805,Travel & Places,2025-09-08T09:00:00+00:00,7700000000002000010
😭❤️,en,2,user_8454,Travel & Places,2025-09-12T00:00:00+00:00,7700000000002000011
germany is on my bucket list,en,5,user_3365,Travel & Places,2025-09-10T14:00:00+00:00,7700000000002000011
germany is on my bucket list,en,0,user_5214,Travel & Places,2025-09-09T13:00:00+00:00,7700000000002000011
teach me german,en,0,user_1697,Travel & Places,2025-09-08T21:00:00+00:00,7700000000002000011
visa tips please,en,15,user_6782,Travel & Places,2025-09-10T11:00:00+00:00,7700000000002000011
your journey is inspiring,en,0,user_8410,Travel & Places,2025-09-09T03:00:00+00:00,7700000000002000011
your journey is inspiring,en,0,user_7535,Travel & Places,2025-09-10T09:00:00+00:00,7700000000002000011
germany is on my bucket list 👏,en,9,user_6954,Travel & Places,2025-09-08T18:00:00+00:00,7700000000002000011
i felt this as an immigrant too,en,0,user_6028,Travel & Places,2025-09-10T12:00:00+00:00,7700000000002000011
where is this in berlin ✨😂,en,3,user_7752,Travel & Places,2025-09-09T04:00:00+00:00,7700000000002000011
no way,en,0,user_7296,Travel & Places,2025-09-08T07:00:00+00:00,7700000000002000011
where is this in berlin ✨,en,2,user_3553,Travel & Places,2025-09-10T19:00:00+00:00,7700000000002000011
how did you move to germany 😭😂,en,0,user_8973,Travel & Places,2025-09-11T11:00:00+00:00,7700000000002000011
i felt this as an immigrant too,en,1,user_2590,Travel & Places,2025-09-09T17:00:00+00:00,7700000000002000011
yes,en,6,user_2473,Travel & Places,2025-09-08T09:00:00+00:00,7700000000002000011
the architecture wow 🤩,en,0,user_2081,Travel & Places,2025-09-09T17:00:00+00:00,7700000000002000011
the architecture wow,en,2,user_6547,Travel & Places,2025-09-09T23:00:00+00:00,7700000000002000011
obsessed 🤩,en,0,user_7802,Travel & Places,2025-09-11T19:00:00+00:00,7700000000002000011
culture shocks are so real,en,0,user_8693,Travel & Places,2025-09-08T16:00:00+00:00,7700000000002000011
this city is beautiful,en,0,user_2857,Travel & Places,2025-09-11T18:00:00+00:00,7700000000002000011
your journey is inspiring 😍,en,0,user_7215,Travel & Places,2025-09-11T13:00:00+00:00,7700000000002000011
yes,en,22,user_8224,Travel & Places,2025-09-10T14:00:00+00:00,7700000000002000011
your journey is inspiring,en,29,user_6633,Travel & Places,2025-09-11T03:00:00+00:00,7700000000002000011
germany is on my bucket list 🤩,en,0,user_2361,Travel & Places,2025-09-11T15:00:00+00:00,7700000000002000012
i felt this as an immigrant too,en,3,user_7844,Travel & Places,2025-09-11T22:00:00+00:00,7700000000002000012
make a video about german food 🤩🤩,en,0,user_6219,Travel & Places,2025-09-10T22:00:00+00:00,7700000000002000012
goals,en,0,user_8093,Travel & Places,2025-09-10T22:00:00+00:00,7700000000002000012
❤️❤️❤️,en,2,user_1514,Travel & Places,2025-09-11T20:00:00+00:00,7700000000002000012
culture shocks are so real ✨,en,0,user_8702,Travel & Places,2025-09-10T17:00:00+00:00,7700000000002000012
how expensive is berlin,en,2,user_7009,Travel & Places,2025-09-12T01:00:00+00:00,7700000000002000012
i felt this as an immigrant too,en,1,user_6672,Travel & Places,2025-09-12T18:00:00+00:00,7700000000002000012
fire,en,0,user_8370,Travel & Places,2025-09-13T21:00:00+00:00,7700000000002000012
no way,en,4,user_3105,Travel & Places,2025-09-13T14:00:00+00:00,7700000000002000012
love,en,0,user_4882,Travel & Places,2025-09-10T14:00:00+00:00,7700000000002000012
berlin looks amazing,en,2,user_2153,Travel & Places,2025-09-10T12:00:00+00:00,7700000000002000012
i felt this as an immigrant too,en,2,user_2733,Travel & Places,2025-09-10T20:00:00+00:00,7700000000002000012
same 😍,en,1,user_1062,Travel & Places,2025-09-13T07:00:00+00:00,7700000000002000012
