Comment Text,Comment Language,Comment Like Count,Author Nickname,video_type,comment_date,video_id
chorus stuck in my head,en,0,user_2218,Engagement / Growth,2025-08-21T04:00:00+00:00,7700000000001000005
underrated fr,en,0,user_1539,Engagement / Growth,2025-08-23T16:00:00+00:00,7700000000001000005
mad talent,en,0,user_4394,Engagement / Growth,2025-08-20T23:00:00+00:00,7700000000001000005
this made my day,en,1,user_5903,Engagement / Growth,2025-08-23T04:00:00+00:00,7700000000001000005
put this on spotify now,en,3,user_6435,Engagement / Growth,2025-08-20T21:00:00+00:00,7700000000001000005
bars,en,3,user_2284,Engagement / Growth,2025-08-22T02:00:00+00:00,7700000000001000005
mad talent,en,0,user_8161,Engagement / Growth,2025-08-22T17:00:00+00:00,7700000000001000005
mad talent,en,3,user_7499,Engagement / Growth,2025-08-21T06:00:00+00:00,7700000000001000005
same,en,2,user_9038,Engagement / Growth,2025-08-21T18:00:00+00:00,7700000000001000005
spit more bars like this,en,0,user_7227,Engagement / Growth,2025-08-21T06:00:00+00:00,7700000000001000005
fire,en,3,user_3527,Engagement / Growth,2025-08-24T11:00:00+00:00,7700000000001000006
do a remix with afrobeats,en,0,user_1085,Engagement / Growth,2025-08-27T23:00:00+00:00,7700000000001000006
do a remix with afrobeats,en,0,user_2430,Engagement / Growth,2025-08-25T16:00:00+00:00,7700000000001000006
put this on streaming please,en,0,user_7685,Engagement / Growth,2025-08-25T00:00:00+00:00,7700000000001000006
love,en,0,user_6315,Engagement / Growth,2025-08-24T14:00:00+00:00,7700000000001000006
fire,en,0,user_2387,Engagement / Growth,2025-08-26T02:00:00+00:00,7700000000001000006
flow is crazy,en,0,user_3778,Engagement / Growth,2025-08-27T21:00:00+00:00,7700000000001000006
when is the album coming,en,0,user_5397,Engagement / Growth,2025-08-27T16:00:00+00:00,7700000000001000006
omg,en,0,user_7899,Engagement / Growth,2025-08-26T16:00:00+00:00,7700000000001000006
the audio is a bit low on this one,en,0,user_5040,Engagement / Growth,2025-08-25T15:00:00+00:00,7700000000001000006
flow is crazy,en,0,user_3219,Engagement / Growth,2025-08-27T21:00:00+00:00,7700000000001000006
fire,en,0,user_7224,Engagement / Growth,2025-08-25T15:00:00+00:00,7700000000001000006
spit more bars like this,en,3,user_3230,Engagement / Growth,2025-08-25T19:00:00+00:00,7700000000001000006
when is the album coming,en,0,user_3910,Engagement / Growth,2025-08-25T15:00:00+00:00,7700000000001000006
this one different,en,3,user_9044,Engagement / Growth,2025-08-26T03:00:00+00:00,7700000000001000006
mad talent,en,0,user_7437,Engagement / Growth,2025-08-27T02:00:00+00:00,7700000000001000006
obsessed,en,0,user_9939,Engagement / Growth,2025-08-25T23:00:00+00:00,7700000000001000006
underrated fr,en,0,user_8563,Engagement / Growth,2025-08-25T00:00:00+00:00,7700000000001000006
same,en,1,user_7703,Engagement / Growth,2025-08-27T19:00:00+00:00,7700000000001000006
spit more bars like this,en,0,user_8851,Engagement / Growth,2025-08-31T20:00:00+00:00,7700000000001000007
put this on streaming please,en,10,user_7853,Engagement / Growth,2025-08-31T03:00:00+00:00,7700000000001000007
love,en,3,user_2392,Engagement / Growth,2025-08-30T22:00:00+00:00,7700000000001000007
mad talent,en,0,user_1725,Engagement / Growth,2025-08-28T14:00:00+00:00,7700000000001000007
put this on spotify now,en,21,user_8052,Engagement / Growth,2025-08-31T01:00:00+00:00,7700000000001000007
same,en,0,user_9499,Engagement / Growth,2025-08-28T14:00:00+00:00,7700000000001000007
flow is crazy,en,0,user_7408,Engagement / Growth,2025-08-31T00:00:00+00:00,7700000000001000007
underrated fr,en,0,user_1402,Engagement / Growth,2025-08-30T12:00:00+00:00,7700000000001000007
fire,en,4,user_2901,Engagement / Growth,2025-08-30T14:00:00+00:00,7700000000001000007
same,en,0,user_4389,Engagement / Growth,2025-08-31T22:00:00+00:00,7700000000001000007
camera is shaky here,en,0,user_8412,Engagement / Growth,2025-08-30T19:00:00+00:00,7700000000001000007
yes,en,1,user_1370,Engagement / Growth,2025-08-29T17:00:00+00:00,7700000000001000007
bars,en,9,user_4996,Engagement / Growth,2025-08-29T20:00:00+00:00,7700000000001000007
omg,en,0,user_7985,Engagement / Growth,2025-08-30T19:00:00+00:00,7700000000001000007
fire,en,1,user_8080,Engagement / Growth,2025-08-30T12:00:00+00:00,7700000000001000007
obsessed,en,7,user_8037,Engagement / Growth,2025-08-30T03:00:00+00:00,7700000000001000007
lol,en,0,user_2025,Engagement / Growth,2025-08-30T02:00:00+00:00,7700000000001000007
so cool,en,0,user_6340,Engagement / Growth,2025-08-31T02:00:00+00:00,7700000000001000007
the captions are hard to read,en,2,user_9646,Engagement / Growth,2025-08-29T02:00:00+00:00,7700000000001000007
spit more bars like this,en,3,user_2871,Engagement / Growth,2025-08-31T10:00:00+00:00,7700000000001000007
this beat is hard,en,2,user_2931,Engagement / Growth,2025-09-02T15:00:00+00:00,7700000000001000008
when is the album coming,en,0,user_3316,Engagement / Growth,2025-09-02T07:00:00+00:00,7700000000001000008
put this on streaming please,en,0,user_7286,Engagement / Growth,2025-09-03T18:00:00+00:00,7700000000001000008
no way,en,0,user_3838,Engagement / Growth,2025-09-03T07:00:00+00:00,7700000000001000008
same,en,0,user_6154,Engagement / Growth,2025-09-04T00:00:00+00:00,7700000000001000008
mad talent,en,26,user_3236,Engagement / Growth,2025-09-03T10:00:00+00:00,7700000000001000008
underrated fr,en,0,user_9109,Engagement / Growth,2025-09-02T01:00:00+00:00,7700000000001000008
put this on spotify now,en,2,user_9006,Engagement / Growth,2025-09-03T05:00:00+00:00,7700000000001000008
yes,en,1,user_5785,Engagement / Growth,2025-09-01T22:00:00+00:00,7700000000001000008
so cool,en,0,user_8492,Engagement / Growth,2025-09-01T05:00:00+00:00,7700000000001000008
chorus stuck in my head,en,0,user_2854,Engagement / Growth,2025-09-04T01:00:00+00:00,7700000000001000008
so cool,en,2,user_9880,Engagement / Growth,2025-09-04T02:00:00+00:00,7700000000001000008
chorus stuck in my head,en,0,user_7965,Engagement / Growth,2025-09-01T06:00:00+00:00,7700000000001000008
flow is crazy,en,0,user_1528,Engagement / Growth,2025-09-01T14:00:00+00:00,7700000000001000008
wow,en,0,user_2923,Engagement / Growth,2025-09-03T10:00:00+00:00,7700000000001000008
this made my day,en,0,user_6744,Engagement / Growth,2025-09-02T07:00:00+00:00,7700000000001000008
put this on spotify now,en,0,user_3281,Engagement / Growth,2025-09-04T19:00:00+00:00,7700000000001000008
fire track,en,0,user_9720,Engagement / Growth,2025-09-02T03:00:00+00:00,7700000000001000008
bars,en,0,user_5794,Engagement / Growth,2025-09-02T12:00:00+00:00,7700000000001000008
underrated fr,en,14,user_3221,Engagement / Growth,2025-09-02T14:00:00+00:00,7700000000001000008
this one different,en,5,user_3174,Engagement / Growth,2025-09-03T05:00:00+00:00,7700000000001000008
love,en,3,user_7434,Engagement / Growth,2025-09-02T08:00:00+00:00,7700000000001000008
no way,en,0,user_7786,Engagement / Growth,2025-09-03T15:00:00+00:00,7700000000001000008
the audio is a bit low on this one,en,0,user_5558,Engagement / Growth,2025-09-03T01:00:00+00:00,7700000000001000008
mad talent,en,0,user_8996,Engagement / Growth,2025-09-04T17:00:00+00:00,7700000000001000008
this beat is hard,en,2,user_6869,Engagement / Growth,2025-09-02T18:00:00+00:00,7700000000001000008
put this on spotify now,en,0,user_8039,Engagement / Growth,2025-09-01T09:00:00+00:00,7700000000001000008
the captions are hard to read,en,2,user_9967,Engagement / Growth,2025-09-02T04:00:00+00:00,7700000000001000008
goals,en,3,user_1793,Engagement / Growth,2025-09-04T02:00:00+00:00,7700000000001000008
fire,en,0,user_3161,Engagement / Growth,2025-09-05T11:00:00+00:00,7700000000001000009
do a remix with afrobeats,en,0,user_6905,Engagement / Growth,2025-09-06T12:00:00+00:00,7700000000001000009
no way,en,5,user_1848,Engagement / Growth,2025-09-04T09:00:00+00:00,7700000000001000009
flow is crazy,en,0,user_2494,Engagement / Growth,2025-09-05T03:00:00+00:00,7700000000001000009
lol,en,0,user_3174,Engagement / Growth,2025-09-06T19:00:00+00:00,7700000000001000009
no way,en,0,user_1132,Engagement / Growth,2025-09-06T04:00:00+00:00,7700000000001000009
drop the full track,en,24,user_3165,Engagement / Growth,2025-09-06T18:00:00+00:00,7700000000001000009
fire,en,0,user_2678,Engagement / Growth,2025-09-05T14:00:00+00:00,7700000000001000009
do a remix with afrobeats,en,0,user_3181,Engagement / Growth,2025-09-03T14:00:00+00:00,7700000000001000009
bars,en,0,user_1138,Engagement / Growth,2025-09-06T11:00:00+00:00,7700000000001000009
chorus stuck in my head,en,0,user_4490,Engagement / Growth,2025-09-06T07:00:00+00:00,7700000000001000009
put this on spotify now,en,2,user_4559,Engagement / Growth,2025-09-06T09:00:00+00:00,7700000000001000009
bars,en,3,user_7291,Engagement / Growth,2025-09-03T12:00:00+00:00,7700000000001000009
mad talent,en,1,user_5537,Engagement / Growth,2025-09-04T21:00:00+00:00,7700000000001000009
so cool,en,3,user_5668,Engagement / Growth,2025-09-06T11:00:00+00:00,7700000000001000009
no way,en,5,user_9482,Engagement / Growth,2025-09-06T17:00:00+00:00,7700000000001000009
put this on spotify now,en,0,user_1894,Engagement / Growth,2025-09-06T06:00:00+00:00,7700000000001000009
the audio is a bit low on this one,en,0,user_2163,Engagement / Growth,2025-09-04T07:00:00+00:00,7700000000001000009
fire track,en,21,user_3162,Engagement / Growth,2025-09-05T20:00:00+00:00,7700000000001000009
put this on spotify now,en,0,user_3830,Engagement / Growth,2025-09-05T02:00:00+00:00,7700000000001000009
this beat is hard,en,0,user_2106,Engagement / Growth,2025-09-05T13:00:00+00:00,7700000000001000009
yes,en,10,user_7520,Engagement / Growth,2025-09-03T02:00:00+00:00,7700000000001000009
put this on streaming please,en,2,user_7590,Engagement / Growth,2025-09-05T17:00:00+00:00,7700000000001000009
underrated fr,en,2,user_2369,Engagement / Growth,2025-09-03T11:00:00+00:00,7700000000001000009
lol,en,15,user_9788,Engagement / Growth,2025-09-04T16:00:00+00:00,7700000000001000009
this made my day,en,0,user_4909,Engagement / Growth,2025-09-10T11:00:00+00:00,7700000000001000010
fire,en,0,user_1901,Engagement / Growth,2025-09-07T08:00:00+00:00,7700000000001000010
bars,en,0,user_3248,Engagement / Growth,2025-09-08T16:00:00+00:00,7700000000001000010
goals,en,27,user_9474,Engagement / Growth,2025-09-10T18:00:00+00:00,7700000000001000010
love,en,0,user_5403,Engagement / Growth,2025-09-10T21:00:00+00:00,7700000000001000010
fire track,en,0,user_8034,Engagement / Growth,2025-09-10T22:00:00+00:00,7700000000001000010
this one different,en,3,user_2262,Engagement / Growth,2025-09-08T11:00:00+00:00,7700000000001000010
the captions are hard to read,en,0,user_3734,Engagement / Growth,2025-09-09T16:00:00+00:00,7700000000001000010
wow,en,9,user_2889,Engagement / Growth,2025-09-09T00:00:00+00:00,7700000000001000010
fire track,en,0,user_1201,Engagement / Growth,2025-09-08T06:00:00+00:00,7700000000001000010
love,en,0,user_3458,Engagement / Growth,2025-09-08T08:00:00+00:00,7700000000001000010
fire track,en,0,user_7870,Engagement / Growth,2025-09-07T23:00:00+00:00,7700000000001000010
spit more bars like this,en,6,user_5444,Engagement / Growth,2025-09-08T05:00:00+00:00,7700000000001000010
this beat is hard,en,0,user_1862,Engagement / Growth,2025-09-07T10:00:00+00:00,7700000000001000010
so cool,en,23,user_2129,Engagement / Growth,2025-09-07T23:00:00+00:00,7700000000001000010
this one different,en,0,user_8483,Engagement / Growth,2025-09-09T12:00:00+00:00,7700000000001000010
do a remix with afrobeats,en,0,user_5979,Engagement / Growth,2025-09-07T02:00:00+00:00,7700000000001000010
chorus stuck in my head,en,0,user_9083,Engagement / Growth,2025-09-10T23:00:00+00:00,7700000000001000010
underrated fr,en,1,user_3466,Engagement / Growth,2025-09-08T02:00:00+00:00,7700000000001000010
fire track,en,0,user_6675,Engagement / Growth,2025-09-07T01:00:00+00:00,7700000000001000010
fire track,en,11,user_7164,Engagement / Growth,2025-09-10T10:00:00+00:00,7700000000001000010
this beat is hard,en,0,user_4902,Engagement / Growth,2025-09-10T23:00:00+00:00,7700000000001000010
the audio is a bit low on this one,en,15,user_5584,Engagement / Growth,2025-09-09T06:00:00+00:00,7700000000001000010
lol,en,8,user_7767,Engagement / Growth,2025-09-07T12:00:00+00:00,7700000000001000010
chorus stuck in my head,en,13,user_2565,Engagement / Growth,2025-09-10T18:00:00+00:00,7700000000001000010
fire,en,0,user_2020,Engagement / Growth,2025-09-09T17:00:00+00:00,7700000000001000010
bars,en,0,user_5276,Engagement / Growth,2025-09-09T08:00:00+00:00,7700000000001000010
put this on spotify now,en,3,user_6345,Engagement / Growth,2025-09-08T17:00:00+00:00,7700000000001000010
wow,en,0,user_8635,Engagement / Growth,2025-09-12T03:00:00+00:00,7700000000001000011
put this on streaming please,en,0,user_4401,Engagement / Growth,2025-09-10T17:00:00+00:00,7700000000001000011
do a remix with afrobeats,en,4,user_3582,Engagement / Growth,2025-09-11T10:00:00+00:00,7700000000001000011
put this on streaming please,en,0,user_6370,Engagement / Growth,2025-09-12T16:00:00+00:00,7700000000001000011
lol,en,23,user_9412,Engagement / Growth,2025-09-09T19:00:00+00:00,7700000000001000011
this one different,en,1,user_1509,Engagement / Growth,2025-09-09T07:00:00+00:00,7700000000001000011
underrated fr,en,1,user_2551,Engagement / Growth,2025-09-11T04:00:00+00:00,7700000000001000011
omg,en,0,user_2010,Engagement / Growth,2025-09-11T12:00:00+00:00,7700000000001000011
fire,en,0,user_2376,Engagement / Growth,2025-09-10T05:00:00+00:00,7700000000001000011
this beat is hard,en,0,user_2056,Engagement / Growth,2025-09-12T03:00:00+00:00,7700000000001000011
chorus stuck in my head,en,1,user_6432,Engagement / Growth,2025-09-10T02:00:00+00:00,7700000000001000011
goals,en,0,user_8096,Engagement / Growth,2025-09-09T16:00:00+00:00,7700000000001000011
drop the full track,en,0,user_7990,Engagement / Growth,2025-09-12T21:00:00+00:00,7700000000001000011
when is the album coming,en,0,user_8307,Engagement / Growth,2025-09-09T23:00:00+00:00,7700000000001000011
