comment_id,video_id,comment_text,like_count,author_username,comment_date,scraped_at,original_text,language
7492978845227352849,7477554393101995286,almost there 🥰🥰,0,waix121,2025-04-14T01:45:33+00:00,2026-05-26T21:38:59.907402+00:00,,en
7466452161310180129,7466361744483536150,Looks like a good month!💜,1,channamasala2,2025-02-01T14:08:13+00:00,2026-05-26T21:39:17.771990+00:00,Looks like a good month!💜,et
7466587193218646806,7466361744483536150,Wish you a wonderful February as well girl ❤️,1,shedreamssuccess,2025-02-01T22:52:27+00:00,2026-05-26T21:39:17.771990+00:00,,en
7466489058030830358,7466361744483536150,🥰🥰🥰,1,nesyae0,2025-02-01T16:31:27+00:00,2026-05-26T21:39:17.771990+00:00,,en
7467113567083660054,7466361744483536150,😍😍,0,sellynna3,2025-02-03T08:55:31+00:00,2026-05-26T21:39:17.771990+00:00,,en
7462292817517445921,7462253125076880662,Bristol UK 🥰,1,rayooo89,2025-01-21T09:08:09+00:00,2026-05-26T21:39:36.510759+00:00,,en
7462284060904686358,7462253125076880662,netherlands eindhoven,1,gwnsam85,2025-01-21T08:34:51+00:00,2026-05-26T21:39:36.510759+00:00,netherlands eindhoven,nl
7462280819642565398,7462253125076880662,"Netherlands here.also,your outfit is really cute",1,gabrielamyrabela,2025-01-21T08:21:54+00:00,2026-05-26T21:39:36.510759+00:00,,en
7462262257839588118,7462253125076880662,Heidelberg!,1,erin.wears.clothes,2025-01-21T07:10:45+00:00,2026-05-26T21:39:36.510759+00:00,Heidelberg!,de
7463027292132279062,7462253125076880662,Near Stuttgart 👋🏼👋🏼,0,biancazeichnet,2025-01-23T08:39:38+00:00,2026-05-26T21:39:36.510759+00:00,Nähe Stuttgart 👋🏼👋🏼,de
7462263756769788694,7462253125076880662,Osnabrück 🥰,1,lieblings_mensh,2025-01-21T07:16:04+00:00,2026-05-26T21:39:36.510759+00:00,Osnabrück 🥰,de
7462263264938115862,7462253125076880662,Nuremberg 😊,1,aijah92,2025-01-21T07:14:41+00:00,2026-05-26T21:39:36.510759+00:00,Nürnberg 😊,de
7462262341662425878,7462253125076880662,Munich ✨,1,tsworlds,2025-01-21T07:10:59+00:00,2026-05-26T21:39:36.510759+00:00,Munich ✨,de
7462269160543945494,7462253125076880662,Near to Karlsruhe ☺️,1,tini_wie,2025-01-21T07:37:35+00:00,2026-05-26T21:39:36.510759+00:00,,en
7462272231823999746,7462253125076880662,Düsseldorf,1,madeofglass09,2025-01-21T07:49:24+00:00,2026-05-26T21:39:36.510759+00:00,Düsseldorf,de
7466004164390191894,7462253125076880662,Northern Germany ❤️,0,merlestz,2025-01-31T09:10:46+00:00,2026-05-26T21:39:36.510759+00:00,,en
7462264637657154326,7462253125076880662,Cologne,1,nevercrust,2025-01-21T07:19:22+00:00,2026-05-26T21:39:36.510759+00:00,Cologne,it
7462348249963102998,7462253125076880662,Berlin😂,1,etivoiwgej2,2025-01-21T12:43:40+00:00,2026-05-26T21:39:36.510759+00:00,Berlin😂,de
7463056192647578390,7462253125076880662,LIKE WHEN U WANN TAKE FRANKREICH WIF ME,0,273vv14,2025-01-23T10:31:01+00:00,2026-05-26T21:39:36.510759+00:00,LIKE WHEN U WANN TAKE FRANKREICH WIF ME,sw
7463132897730986774,7462253125076880662,Oslo Norway,0,qaikush,2025-01-23T15:28:06+00:00,2026-05-26T21:39:36.510759+00:00,Oslo Norway,no
7463595265896235809,7462253125076880662,Manchester 😍,0,kashjasicka,2025-01-24T21:21:48+00:00,2026-05-26T21:39:36.510759+00:00,Manchester 😍,de
7466587208377320214,7462253125076880662,Germany,0,shedreamssuccess,2025-02-01T22:52:41+00:00,2026-05-26T21:39:36.510759+00:00,Germany,id
7462417759675613984,7462253125076880662,Uk,0,rubyazam0,2025-01-21T17:12:37+00:00,2026-05-26T21:39:36.510759+00:00,,en
7462262055556006678,7462253125076880662,Hamburg ✌️,2,sophia.e_d,2025-01-21T07:09:33+00:00,2026-05-26T21:39:36.510759+00:00,Hamburg ✌️,id
7463791373096076054,7462253125076880662,Maastricht Netherlands,0,thejudgementaldog,2025-01-25T10:03:09+00:00,2026-05-26T21:39:36.510759+00:00,Maastricht Netherlands,nl
7461991494355141398,7461931890262478102,Beautiful city 😍,1,sellynna3,2025-01-20T13:38:52+00:00,2026-05-26T21:39:54.163981+00:00,Beautiful city 😍,ro
7462064839776224031,7461931890262478102,love Berlin!!,1,rickieriz,2025-01-20T18:23:11+00:00,2026-05-26T21:39:54.163981+00:00,love Berlin!!,nl
7462123110016598806,7461931890262478102,Berlin is nice for tourists but not for residents,2,etivoiwgej2,2025-01-20T22:09:40+00:00,2026-05-26T21:39:54.163981+00:00,berlin ist schön für turisten aber nicht für bewohner,de
7461751482216760086,7461643301855169814,So cosy 💖. Enjoy your evening,1,sellynna3,2025-01-19T22:07:29+00:00,2026-05-26T21:40:11.791370+00:00,,en
7461654344610530081,7461643301855169814,"It's not such a bad winter day, is it?💜💜",1,channamasala2,2025-01-19T15:49:59+00:00,2026-05-26T21:40:11.791370+00:00,"Ist doch gar nicht so schlecht so ein Wintertag, oder?💜💜",de
7462924409067701025,7461643301855169814,Cosy vibes 🥰🥰🥰,0,signedbyvidhya,2025-01-23T02:00:43+00:00,2026-05-26T21:40:11.791370+00:00,Cosy vibes 🥰🥰🥰,af
7461684035690644256,7461643301855169814,So cozy 💖✨,2,didzfashion,2025-01-19T17:45:19+00:00,2026-05-26T21:40:11.791370+00:00,So cozy 💖✨,pl
7462105919221367574,7461643301855169814,Cozy evening. I saw my favorite drink 🤗🤗🤗,1,swissatthirty,2025-01-20T21:02:41+00:00,2026-05-26T21:40:11.791370+00:00,Cozy evening. I saw my favorite drink 🤗🤗🤗,no
7461700576603620118,7461643301855169814,Hello hello from Stuttgart! 🥰 How long have you been here?,1,missena35,2025-01-19T18:49:46+00:00,2026-05-26T21:40:11.791370+00:00,,en
7462157534608065282,7461643301855169814,You are dealing with winter so well,1,shedreamssuccess,2025-01-21T00:25:16+00:00,2026-05-26T21:40:11.791370+00:00,,en
7466489414569886487,7461643301855169814,so cozy🥰,0,nesyae0,2025-02-01T16:33:10+00:00,2026-05-26T21:40:11.791370+00:00,so cozy🥰,it
7461742299928691478,7461643301855169814,💖,1,maria_3489_,2025-01-19T21:31:38+00:00,2026-05-26T21:40:11.791370+00:00,,en
7461681503384552224,7461643301855169814,"hey. dropping by to say hello and pressing all buttons, for my friend while I'm here. engagement is key to thrive on this app. I appreciate any help back.. 💛",2,kymhodgson,2025-01-19T17:35:31+00:00,2026-05-26T21:40:11.791370+00:00,,en
7461650631128793878,7461643301855169814,why did i thought your a guy?,2,etivoiwgej2,2025-01-19T15:35:58+00:00,2026-05-26T21:40:11.791370+00:00,,en
7461014613266924310,7460987738423184662,How is it already this week??,1,merlestz,2025-01-17T22:28:09+00:00,2026-05-26T21:40:29.242034+00:00,,en
7461340674534769430,7460987738423184662,So it will be very boring 😂,1,shedreamssuccess,2025-01-18T19:33:26+00:00,2026-05-26T21:40:29.242034+00:00,,en
7461033157476041477,7460987738423184662,🌺🌺🌺,1,mmadisharif,2025-01-17T23:39:42+00:00,2026-05-26T21:40:29.242034+00:00,,en
7469504675332637462,7460489965869239574,Your edits are always so pretty! 💜,0,ameliethebretzel,2025-02-09T19:33:42+00:00,2026-05-26T21:40:47.607101+00:00,,en
7466489455215805206,7460489965869239574,🥰🥰🥰,0,nesyae0,2025-02-01T16:33:26+00:00,2026-05-26T21:40:47.607101+00:00,,en
7460289553058202386,7460288238289243414,Love it ! 🥰,1,sakuragal5,2025-01-15T23:35:01+00:00,2026-05-26T21:41:06.149582+00:00,,en
7460311964620309278,7460288238289243414,I love these words ❤️,1,dressingdiamonds,2025-01-16T01:00:46+00:00,2026-05-26T21:41:06.149582+00:00,,en
7460435174309200662,7460288238289243414,Yes🙌🏾What are you making?,1,swissatthirty,2025-01-16T09:00:22+00:00,2026-05-26T21:41:06.149582+00:00,Yes🙌🏾What are you making?,tl
7466489718554723094,7460288238289243414,I agree 🥰,0,nesyae0,2025-02-01T16:34:16+00:00,2026-05-26T21:41:06.149582+00:00,,en
7462053945784664864,7460288238289243414,💗💗💗,0,kisabalakrishnan,2025-01-20T17:40:42+00:00,2026-05-26T21:41:06.149582+00:00,,en
7459135629214679831,7459049885715713302,So true 🥹,1,sellynna3,2025-01-12T20:56:11+00:00,2026-05-26T21:41:23.530466+00:00,So true 🥹,es
7459068691218826006,7459049885715713302,😭😭💔,0,catlover2607,2025-01-12T16:36:35+00:00,2026-05-26T21:41:23.530466+00:00,,en
7458761251473261334,7458758477511527702,love all beautiful diaries 😍😍💕💕💕,1,ailinsworld,2025-01-11T20:43:44+00:00,2026-05-26T21:41:41.459267+00:00,love all beautiful diaries 😍😍💕💕💕,it
7458800031199691542,7458758477511527702,I love the vibe,1,n0v3mb3r.12,2025-01-11T23:15:03+00:00,2026-05-26T21:41:41.459267+00:00,,en
7458768828160328470,7458758477511527702,Love this 😍,1,sellynna3,2025-01-11T21:13:06+00:00,2026-05-26T21:41:41.459267+00:00,,en
7458810921654420256,7458758477511527702,Absolutely beautiful 🥰🥰🥰 thanks for sharing 💖,1,spirituallyflexy0,2025-01-11T23:56:11+00:00,2026-05-26T21:41:41.459267+00:00,,en
7458854531351282465,7458758477511527702,"Yeah, but its fun!😁",1,channamasala2,2025-01-12T02:45:36+00:00,2026-05-26T21:41:41.459267+00:00,,en
7458815681497645846,7458758477511527702,hey nelo ☺️just wanted to tell you: those videos are the best 🤍 bc when you grow older you can relife them through these 🫰,1,user70770081763414,2025-01-12T00:15:51+00:00,2026-05-26T21:41:41.459267+00:00,,en
7466489811794051862,7458758477511527702,🥰🥰🥰,0,nesyae0,2025-02-01T16:34:38+00:00,2026-05-26T21:41:41.459267+00:00,,en
7458295832485413654,7458217479706332438,I feel you😂 but keep going 🔥🔥,1,nongtansnaps204,2025-01-10T14:38:15+00:00,2026-05-26T21:42:16.653124+00:00,I feel you😂 but keep going 🔥🔥,nl
7457970403102573334,7457932206334414102,Nglll this is so cuteee,1,b1txh_ahh,2025-01-09T17:34:25+00:00,2026-05-26T21:42:35.473840+00:00,,en
7457984970947822358,7457932206334414102,✨✨✨,1,arthnverbeek,2025-01-09T18:30:57+00:00,2026-05-26T21:42:35.473840+00:00,,en
7638990058389160736,7637616741731880214,is that puff puff? it came out really nice.,1,ichbinnelo,2026-05-12T13:03:06+00:00,2026-05-26T21:43:11.609131+00:00,,en
7637732873663087382,7637616741731880214,Yummy🥰🥰,1,nana_fixngobble,2026-05-09T03:45:48+00:00,2026-05-26T21:43:11.609131+00:00,Yummy🥰🥰,tr
7637626984835498774,7637616741731880214,Wow yummy 😋 with my favorite song 🥹,1,joyandreas2,2026-05-08T20:53:46+00:00,2026-05-26T21:43:11.609131+00:00,,en
7639563049329902358,7637616741731880214,I like 👍👍👍😳,0,kingsleyimarhiabazu,2026-05-14T02:07:52+00:00,2026-05-26T21:43:11.609131+00:00,I like 👍👍👍😳,no
7640204194335621901,7637616741731880214,Looks divine ✨✨✨,0,naomigwinn,2026-05-15T19:34:59+00:00,2026-05-26T21:43:11.609131+00:00,Looks divine ✨✨✨,af
7637797331525468950,7637616741731880214,🥰🥰🥰,1,sellynna3,2026-05-09T07:54:45+00:00,2026-05-26T21:43:11.609131+00:00,,en
7639170615908516622,7637616741731880214,😋😋😋,0,theekfactor,2026-05-13T00:43:54+00:00,2026-05-26T21:43:11.609131+00:00,,en
7457830022071304982,7457714103168273687,🥰🥰🥰,1,user5851886671372,2025-01-09T08:30:01+00:00,2026-05-26T21:43:31.156946+00:00,,en
7457985630440014614,7457714103168273687,Sad really,1,arthnverbeek,2025-01-09T18:33:34+00:00,2026-05-26T21:43:31.156946+00:00,,en
7463472248923521814,7456864097208896790,Yup life is a journey and we need to live it 💖,0,sellynna3,2025-01-24T13:25:08+00:00,2026-05-26T21:44:06.992559+00:00,,en
7455950939200897825,7455632995517484310,nice routinee,1,temuperson4,2025-01-04T06:59:31+00:00,2026-05-26T21:44:24.591760+00:00,,en
7455710592767099680,7455632995517484310,beautiful,1,catcycle_stories,2025-01-03T15:25:08+00:00,2026-05-26T21:44:24.591760+00:00,beautiful,fr
7456757503091606294,7455632995517484310,This year we all will reach our goals 💪,1,shedreamssuccess,2025-01-06T11:07:46+00:00,2026-05-26T21:44:24.591760+00:00,,en
7455117296680354565,7455110958118128918,🥰🥰🥰,1,godoo85,2025-01-02T01:02:56+00:00,2026-05-26T21:44:43.081314+00:00,,en
7455058973936632581,7454889522015276310,🥰🥰🥰,0,godoo85,2025-01-01T21:16:47+00:00,2026-05-26T21:45:00.414373+00:00,,en
7452710820927161110,7452658852916514070,Merry Christmas 🎄🎁😍,0,swissatthirty,2024-12-26T13:24:41+00:00,2026-05-26T21:45:19.220674+00:00,,en
7452659240534164246,7452658852916514070,merry Christmas 🎄,0,ichbinnelo,2024-12-26T10:04:36+00:00,2026-05-26T21:45:19.220674+00:00,,en
7452696008972501782,7452658852916514070,merry Christmas 🎅,0,languagetester,2024-12-26T12:27:06+00:00,2026-05-26T21:45:19.220674+00:00,,en
7452661861601215254,7452658852916514070,🎅🏻🎅🏻🎅🏻,1,moniyvonnemittag,2024-12-26T10:14:48+00:00,2026-05-26T21:45:19.220674+00:00,,en
7452454718632837910,7452327106849099030,woow beautiful,1,ailinsworld,2024-12-25T20:50:44+00:00,2026-05-26T21:45:36.944778+00:00,,en
7452700823418012438,7452327106849099030,lovely 😍,0,languagetester,2024-12-26T12:45:56+00:00,2026-05-26T21:45:36.944778+00:00,lovely 😍,hu
7452349168792159008,7452327106849099030,"Heavenly Father, Thank you for the gift of Jesus on this Christmas Day. May His love and hope fill our hearts as we celebrate. Bless our time together and help us to remember those in needAmen",1,daqscoper,2024-12-25T14:01:07+00:00,2026-05-26T21:45:36.944778+00:00,,en
7452784119165666080,7452327106849099030,It looks so good but the wifi 😭🙏,1,temuperson4,2024-12-26T18:08:59+00:00,2026-05-26T21:45:36.944778+00:00,,en
7462308663232168726,7450447246329531670,Did you also mix the chocolate with milk? Is it the same milk?,0,swissatthirty,2025-01-21T10:10:06+00:00,2026-05-26T21:45:55.717489+00:00,,en
7450842602155180822,7450447246329531670,🎅🏻,1,luckycattrose,2024-12-21T12:34:59+00:00,2026-05-26T21:45:55.717489+00:00,,en
7453874682875052822,7450447246329531670,looks so delicious 😋,1,ailinsworld,2024-12-29T16:40:55+00:00,2026-05-26T21:45:55.717489+00:00,looks so delicious 😋,es
7449711973191811862,7449704086473100566,beautiful view😍,0,languagetester,2024-12-18T11:28:00+00:00,2026-05-26T21:46:13.585426+00:00,beautiful view😍,ro
7454591147081171734,7449704086473100566,🥰🥰🥰,0,nesyae0,2024-12-31T15:01:12+00:00,2026-05-26T21:46:13.585426+00:00,,en
7444887602107335446,7444885340491435286,absolutely have a great day ✨,1,ailinsworld,2024-12-05T11:27:02+00:00,2026-05-26T21:46:30.197166+00:00,,en
7445439369722888982,7444885340491435286,Definitely 💗merry Christmas 🎅 🎄 ❤️,1,jospetdeals,2024-12-06T23:08:08+00:00,2026-05-26T21:46:30.197166+00:00,,en
7446393424972022550,7444885340491435286,beautiful quote ❤️,0,languagetester,2024-12-09T12:49:57+00:00,2026-05-26T21:46:30.197166+00:00,beautiful quote ❤️,fr
7446161341696410401,7444885340491435286,💯💯💯,0,leonardoking888,2024-12-08T21:49:11+00:00,2026-05-26T21:46:30.197166+00:00,,en
7463385842482234145,7444885340491435286,💗,0,kisabalakrishnan,2025-01-24T07:49:32+00:00,2026-05-26T21:46:30.197166+00:00,,en
7444564251324433174,7444543577205607702,That sounds so wonderful,0,merlestz,2024-12-04T14:31:53+00:00,2026-05-26T21:46:46.532125+00:00,,en
7445971222238135062,7444543577205607702,This is the best December post,1,shedreamssuccess,2024-12-08T09:31:40+00:00,2026-05-26T21:46:46.532125+00:00,,en
7432648691730088737,7432642974716136737,Love this trend,3,janinevielleicht,2024-11-02T11:53:18+00:00,2026-05-26T21:47:06.294700+00:00,,en
7433179302109889313,7432642974716136737,i like it here🥰,0,languagetester,2024-11-03T22:12:10+00:00,2026-05-26T21:47:06.294700+00:00,i like it here🥰,sq
7466490972822733590,7432106406087527713,🥰🥰🥰🥰,0,nesyae0,2025-02-01T16:38:55+00:00,2026-05-26T21:47:26.336804+00:00,,en
7433176795338359584,7432106406087527713,🥰🥰🥰,0,languagetester,2024-11-03T22:02:41+00:00,2026-05-26T21:47:26.336804+00:00,,en
7433180461420364576,7431900439295151392,keep going 🥰,0,languagetester,2024-11-03T22:16:46+00:00,2026-05-26T21:47:44.716339+00:00,keep going 🥰,af
7431901721800672032,7431900439295151392,Probably latin languages etymoloogy ( Especially french English spanish and italian ) also a bit of philosophy here and there aside from it ( in a personnal stuff journey ) lol,1,manakirua,2024-10-31T11:34:42+00:00,2026-05-26T21:47:44.716339+00:00,,en
7429202156106318625,7429058059370122528,so cozy 🥰,1,teatocktime,2024-10-24T04:59:09+00:00,2026-05-26T21:48:02.939704+00:00,so cozy 🥰,pl
7429060445170991904,7429058059370122528,I think so too 🥰,1,piiia24_,2024-10-23T19:48:56+00:00,2026-05-26T21:48:02.939704+00:00,Find ich auch 🥰,de
7429061238712484640,7429058059370122528,seems like i found my people 💛,1,strumtt,2024-10-23T19:51:58+00:00,2026-05-26T21:48:02.939704+00:00,seems like i found my people 💛,no
7429333661470524192,7429058059370122528,how lovely 🥰,0,languagetester,2024-10-24T13:29:09+00:00,2026-05-26T21:48:02.939704+00:00,,en
7429308809053422369,7429058059370122528,🥰,0,merlestz,2024-10-24T11:53:03+00:00,2026-05-26T21:48:02.939704+00:00,,en
7428694556084126497,7428327670984887584,🥰🥰🥰,1,irinka.maria5,2024-10-22T20:09:05+00:00,2026-05-26T21:48:20.792275+00:00,,en
7428675428837475105,7428327670984887584,🥰🥰🥰,1,piiia24_,2024-10-22T18:54:47+00:00,2026-05-26T21:48:20.792275+00:00,,en
7428331161661850400,7428327670984887584,Yoga 🥰,1,ailinsworld,2024-10-21T20:38:55+00:00,2026-05-26T21:48:20.792275+00:00,Yoga 🥰,so
7428747911277085472,7428327670984887584,"So true, scrambling / rock climbing 🥰",1,lauren_the_travelbug,2024-10-22T23:36:55+00:00,2026-05-26T21:48:20.792275+00:00,,en
7428328911349957408,7428327670984887584,"Want to learn knitting again, haven’t done it in years, but it is so cozy and relaxing 🥰🥰",0,rejoiceallearth,2024-10-21T20:30:08+00:00,2026-05-26T21:48:20.792275+00:00,,en
7428045151463916334,7428006176488574240,I'm watching it now 🙂 thanks for the referral ☺️,1,youngdubmusic,2024-10-21T02:09:14+00:00,2026-05-26T21:48:40.780085+00:00,,en
7428705846953018144,7428006176488574240,NAH WHAT,1,temuperson4,2024-10-22T20:52:48+00:00,2026-05-26T21:48:40.780085+00:00,NAH WHAT,sw
7429338484601570081,7428006176488574240,😳😳,0,languagetester,2024-10-24T13:47:58+00:00,2026-05-26T21:48:40.780085+00:00,,en
7427553204748026666,7427496836849585441,Omg I didn’t even read it as therapist 😂,1,amandasbooked,2024-10-19T18:20:21+00:00,2026-05-26T21:49:01.215691+00:00,,en
7428326507238867744,7427496836849585441,Ewwwwwwww! I do miss the old me 🫣,1,sumfinbeautiful,2024-10-21T20:21:02+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427511444633043744,7427496836849585441,😳 Omg,1,psilovemylife,2024-10-19T15:37:58+00:00,2026-05-26T21:49:01.215691+00:00,😳 Omg,tl
7427507403711267616,7427496836849585441,damn,1,djdbdidbeb,2024-10-19T15:22:18+00:00,2026-05-26T21:49:01.215691+00:00,damn,id
7428483920293774113,7427496836849585441,Oh wow 😂😂😂,1,sellynna3,2024-10-22T06:32:04+00:00,2026-05-26T21:49:01.215691+00:00,Oh wow 😂😂😂,pl
7427537763379987232,7427496836849585441,na thats crazy😭🙏,0,etivoiwgej2,2024-10-19T17:20:06+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427854745496568608,7427496836849585441,Omg 😭,1,zhongnanshan20,2024-10-20T13:50:09+00:00,2026-05-26T21:49:01.215691+00:00,Omg 😭,tl
7427940596830192417,7427496836849585441,thats unsetteling,1,cuddlefriendsmanufacture,2024-10-20T19:23:18+00:00,2026-05-26T21:49:01.215691+00:00,,en
7429341693721772832,7427496836849585441,omg 😲,0,languagetester,2024-10-24T14:00:27+00:00,2026-05-26T21:49:01.215691+00:00,omg 😲,tl
7427509752274010913,7427496836849585441,I don't understand explain please 🙏,1,allie_salma,2024-10-19T15:31:25+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427507050550231840,7427496836849585441,😳😳😳😳,1,the_80s_lesbian,2024-10-19T15:20:55+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427810294720938784,7427496836849585441,😁😁😁,0,cristinasoloma,2024-10-20T10:57:42+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427564117186577185,7427496836849585441,🤣😭,0,celyn_jones,2024-10-19T19:02:27+00:00,2026-05-26T21:49:01.215691+00:00,,en
7427547057185293088,7427496836849585441,😂😂😂,0,khadijalegato,2024-10-19T17:56:09+00:00,2026-05-26T21:49:01.215691+00:00,,en
7425975896672879390,7425961701620731169,this✨,1,brittlazzaro,2024-10-15T12:19:28+00:00,2026-05-26T21:49:38.033113+00:00,,en
7426316500698792737,7425961701620731169,😍😍😍,0,languagetester,2024-10-16T10:21:06+00:00,2026-05-26T21:49:38.033113+00:00,,en
7425435852764988192,7425429143602466081,what is it?,1,kroko_92,2024-10-14T01:24:31+00:00,2026-05-26T21:49:56.770077+00:00,,en
7425635534523646752,7425429143602466081,😍😍😍,0,languagetester,2024-10-14T14:18:34+00:00,2026-05-26T21:49:56.770077+00:00,,en
